task_kind,instance_id,seed,p,replicate,task_id,sampler,block_size,shots,comparison_seed,counts_status,missing_reason,low_energy_state_count,low_energy_fraction_rule,top_k,low_energy_probability,enrichment_ratio,improving_probability,found_improvement,best_improvement,route_improvement,shannon_entropy,normalized_entropy,unique_states,coverage,effective_states
primary,seed007_pair2_B1_w8,7,2,1,2608021821517655181,Random,8,1024,7,COMPLETE,,26,0.1,64,0.115234375,1.1346153846153846,0.0361328125,True,1.9570662933267755,1.9570662933267755,7.7784825572490455,0.9723103196561307,248,0.96875,219.5616927944093
primary,seed007_pair2_B1_w8,7,2,1,2608021821517655181,Ideal QAOA Simulator,8,1024,7,COMPLETE,,26,0.1,64,0.2890625,2.8461538461538463,0.05078125,True,1.5698392634309357,1.5698392634309357,7.100326548877045,0.8875408186096306,203,0.79296875,137.21805850803105
primary,seed007_pair2_B1_w8,7,2,1,2608021821517655181,Quafu Hardware,8,1024,7,COMPLETE,,26,0.1,64,0.1005859375,0.9903846153846154,0.046875,True,0.9893871228300952,0.9893871228300952,7.0096969054250415,0.8762121131781302,207,0.80859375,128.8632347957393
primary,seed013_pair2_B1_w8,13,1,1,2608021822005823839,Random,8,1024,13,COMPLETE,,26,0.1,64,0.111328125,1.0961538461538463,0.0068359375,True,1.845553314265615,1.845553314265615,7.815258022882501,0.9769072528603127,252,0.984375,225.23044181074803
primary,seed013_pair2_B1_w8,13,1,1,2608021822005823839,Ideal QAOA Simulator,8,1024,13,COMPLETE,,26,0.1,64,0.12109375,1.1923076923076923,0.0048828125,True,1.845553314265615,1.845553314265615,7.7965044622044415,0.9745630577755552,251,0.98046875,222.32162311217607
primary,seed013_pair2_B1_w8,13,1,1,2608021822005823839,Quafu Hardware,8,1024,13,COMPLETE,,26,0.1,64,0.1005859375,0.9903846153846154,0.0048828125,False,0.0,0.0,7.776886011514689,0.9721107514393361,249,0.97265625,219.31885117888953
primary,seed013_pair2_B1_w8,13,2,1,2608021822140385318,Random,8,1024,13,COMPLETE,,26,0.1,64,0.111328125,1.0961538461538463,0.0068359375,True,1.845553314265615,1.845553314265615,7.815258022882501,0.9769072528603127,252,0.984375,225.23044181074803
primary,seed013_pair2_B1_w8,13,2,1,2608021822140385318,Ideal QAOA Simulator,8,1024,13,COMPLETE,,26,0.1,64,0.0830078125,0.8173076923076923,0.001953125,False,0.0,0.0,7.514779466674378,0.9393474333342973,214,0.8359375,182.88329183462545
primary,seed013_pair2_B1_w8,13,2,1,2608021822140385318,Quafu Hardware,8,1024,13,COMPLETE,,26,0.1,64,0.0322265625,0.3173076923076923,0.0,False,0.0,0.0,7.39402505222635,0.9242531315282938,224,0.875,168.1989690046836
primary,seed015_pair1_B1_w8,15,1,1,2608021822227789039,Random,8,1024,15,COMPLETE,,26,0.1,64,0.103515625,1.0192307692307692,0.0126953125,True,0.21785912478151204,0.21785912478151204,7.794319925547776,0.974289990693472,255,0.99609375,221.98523724742194
primary,seed015_pair1_B1_w8,15,1,1,2608021822227789039,Ideal QAOA Simulator,8,1024,15,COMPLETE,,26,0.1,64,0.107421875,1.0576923076923077,0.0107421875,False,0.0,0.0,7.7813787923038635,0.9726723490379829,250,0.9765625,220.00290938768043
primary,seed015_pair1_B1_w8,15,1,1,2608021822227789039,Quafu Hardware,8,1024,15,COMPLETE,,26,0.1,64,0.12109375,1.1923076923076923,0.0107421875,False,0.0,0.0,7.738085654651281,0.9672607068314101,249,0.97265625,213.4990225531673
primary,seed015_pair1_B1_w8,15,2,1,2608021822316487475,Random,8,1024,15,COMPLETE,,26,0.1,64,0.103515625,1.0192307692307692,0.0126953125,True,0.21785912478151204,0.21785912478151204,7.794319925547776,0.974289990693472,255,0.99609375,221.98523724742194
primary,seed015_pair1_B1_w8,15,2,1,2608021822316487475,Ideal QAOA Simulator,8,1024,15,COMPLETE,,26,0.1,64,0.0703125,0.6923076923076923,0.017578125,True,0.5922153236240888,0.5922153236240888,7.754825438222174,0.9693531797777718,248,0.96875,215.99070799955052
primary,seed015_pair1_B1_w8,15,2,1,2608021822316487475,Quafu Hardware,8,1024,15,COMPLETE,,26,0.1,64,0.0966796875,0.9519230769230769,0.009765625,True,0.19639577136396724,0.19639577136396724,7.668743796981039,0.9585929746226298,243,0.94921875,203.48008573823128
primary,seed018_pair1_B1_w8,18,1,1,2608021822404570977,Random,8,1024,18,COMPLETE,,26,0.1,64,0.115234375,1.1346153846153846,0.0048828125,False,0.0,0.0,7.79741971605535,0.9746774645069187,251,0.98046875,222.46270994912592
primary,seed018_pair1_B1_w8,18,1,1,2608021822404570977,Ideal QAOA Simulator,8,1024,18,COMPLETE,,26,0.1,64,0.1171875,1.1538461538461537,0.0244140625,True,0.30028595658474444,0.30028595658474444,7.797342219212291,0.9746677774015364,254,0.9921875,222.45076030336116
primary,seed018_pair1_B1_w8,18,1,1,2608021822404570977,Quafu Hardware,8,1024,18,COMPLETE,,26,0.1,64,0.1259765625,1.2403846153846154,0.01171875,True,0.12838831360964775,0.12838831360964775,7.717014383464207,0.9646267979330259,245,0.95703125,210.40342562923
primary,seed018_pair1_B1_w8,18,2,1,2608021822494328500,Random,8,1024,18,COMPLETE,,26,0.1,64,0.115234375,1.1346153846153846,0.0048828125,False,0.0,0.0,7.79741971605535,0.9746774645069187,251,0.98046875,222.46270994912592
primary,seed018_pair1_B1_w8,18,2,1,2608021822494328500,Ideal QAOA Simulator,8,1024,18,COMPLETE,,26,0.1,64,0.3984375,3.923076923076923,0.0166015625,True,0.30028595658474444,0.30028595658474444,6.718663893307508,0.8398329866634385,180,0.703125,105.3220643078067
primary,seed018_pair1_B1_w8,18,2,1,2608021822494328500,Quafu Hardware,8,1024,18,COMPLETE,,26,0.1,64,0.1826171875,1.7980769230769231,0.0126953125,False,0.0,0.0,7.180991783674977,0.8976239729593721,208,0.8125,145.10885842055674
primary,seed002_pair1_B2_w8,2,3,1,2608021823308491549,Random,8,1024,2,COMPLETE,,26,0.1,64,0.1220703125,1.2019230769230769,0.0029296875,False,0.0,0.0,7.818551108774495,0.9773188885968119,254,0.9921875,225.74513848405806
primary,seed002_pair1_B2_w8,2,3,1,2608021823308491549,Ideal QAOA Simulator,8,1024,2,COMPLETE,,26,0.1,64,0.2080078125,2.048076923076923,0.0078125,True,0.8005815684215065,0.8005815684215065,6.345268139862814,0.7931585174828517,132,0.515625,81.3047728150466
primary,seed002_pair1_B2_w8,2,3,1,2608021823308491549,Quafu Hardware,8,1024,2,COMPLETE,,26,0.1,64,0.173828125,1.7115384615384615,0.00390625,False,0.0,0.0,7.067393372353941,0.8834241715442426,207,0.80859375,134.12118942933506
primary,seed003_pair1_B1_w8,3,3,1,2608021823413631437,Random,8,1024,3,COMPLETE,,26,0.1,64,0.08984375,0.8846153846153846,0.0029296875,False,0.0,0.0,7.793408868453627,0.9741761085567033,250,0.9765625,221.84509856559964
primary,seed003_pair1_B1_w8,3,3,1,2608021823413631437,Ideal QAOA Simulator,8,1024,3,COMPLETE,,26,0.1,64,0.533203125,5.25,0.0009765625,False,0.0,0.0,5.863727246727993,0.7329659058409991,124,0.484375,58.23147456490696
primary,seed003_pair1_B1_w8,3,3,1,2608021823413631437,Quafu Hardware,8,1024,3,COMPLETE,,26,0.1,64,0.3017578125,2.9711538461538463,0.001953125,False,0.0,0.0,6.75342074617508,0.844177593271885,191,0.74609375,107.89025459729368
primary,seed007_pair2_B1_w8,7,3,1,2608021823508897152,Random,8,1024,7,COMPLETE,,26,0.1,64,0.115234375,1.1346153846153846,0.0361328125,True,1.9570662933267755,1.9570662933267755,7.7784825572490455,0.9723103196561307,248,0.96875,219.5616927944093
primary,seed007_pair2_B1_w8,7,3,1,2608021823508897152,Ideal QAOA Simulator,8,1024,7,COMPLETE,,26,0.1,64,0.328125,3.230769230769231,0.03125,True,0.5942313307855471,0.5942313307855471,7.0462592150662395,0.8807824018832799,206,0.8046875,132.1707580827678
primary,seed007_pair2_B1_w8,7,3,1,2608021823508897152,Quafu Hardware,8,1024,7,COMPLETE,,26,0.1,64,0.134765625,1.3269230769230769,0.05859375,True,0.9893871228300952,0.9893871228300952,7.064972314964911,0.8831215393706139,208,0.8125,133.8963028249804
primary,seed019_pair1_B2_w8,19,1,1,2608021832354729697,Random,8,1024,19,COMPLETE,,26,0.1,64,0.111328125,1.0961538461538463,0.015625,False,0.0,0.0,7.81626571734269,0.9770332146678362,251,0.98046875,225.38781585397177
primary,seed019_pair1_B2_w8,19,1,1,2608021832354729697,Ideal QAOA Simulator,8,1024,19,COMPLETE,,26,0.1,64,0.10546875,1.0384615384615385,0.015625,True,0.2627013247218457,0.2627013247218457,7.819859582062938,0.9774824477578673,250,0.9765625,225.94997420200417
primary,seed019_pair1_B2_w8,19,1,1,2608021832354729697,Quafu Hardware,8,1024,19,COMPLETE,,26,0.1,64,0.1171875,1.1538461538461537,0.0078125,False,0.0,0.0,7.796302276979368,0.974537784622421,252,0.984375,222.29046822737268
primary,seed019_pair1_B2_w8,19,2,1,2608021833222818587,Random,8,1024,19,COMPLETE,,26,0.1,64,0.111328125,1.0961538461538463,0.015625,False,0.0,0.0,7.81626571734269,0.9770332146678362,251,0.98046875,225.38781585397177
primary,seed019_pair1_B2_w8,19,2,1,2608021833222818587,Ideal QAOA Simulator,8,1024,19,COMPLETE,,26,0.1,64,0.0869140625,0.8557692307692307,0.0166015625,True,0.2627013247218457,0.2627013247218457,7.821902416379735,0.9777378020474669,249,0.97265625,226.27014256494303
primary,seed019_pair1_B2_w8,19,2,1,2608021833222818587,Quafu Hardware,8,1024,19,COMPLETE,,26,0.1,64,0.1123046875,1.1057692307692308,0.0126953125,False,0.0,0.0,7.72009510105747,0.9650118876321837,245,0.95703125,210.85319920072942
primary,seed024_pair1_B1_w8,24,1,1,2608021833325128397,Random,8,1024,24,COMPLETE,,26,0.1,64,0.107421875,1.0576923076923077,0.029296875,True,0.4699570123566872,0.4699570123566872,7.805546809500742,0.9756933511875927,253,0.98828125,223.71943930932716
primary,seed024_pair1_B1_w8,24,1,1,2608021833325128397,Ideal QAOA Simulator,8,1024,24,COMPLETE,,26,0.1,64,0.107421875,1.0576923076923077,0.0205078125,False,0.0,0.0,7.781908361698546,0.9727385452123183,249,0.97265625,220.08368057626606
primary,seed024_pair1_B1_w8,24,1,1,2608021833325128397,Quafu Hardware,8,1024,24,COMPLETE,,26,0.1,64,0.1494140625,1.4711538461538463,0.0517578125,True,0.5982456360489294,0.5982456360489294,7.611845991123616,0.951480748890452,240,0.9375,195.6113118756939
primary,seed024_pair1_B1_w8,24,2,1,2608021833416878611,Random,8,1024,24,COMPLETE,,26,0.1,64,0.107421875,1.0576923076923077,0.029296875,True,0.4699570123566872,0.4699570123566872,7.805546809500742,0.9756933511875927,253,0.98828125,223.71943930932716
primary,seed024_pair1_B1_w8,24,2,1,2608021833416878611,Ideal QAOA Simulator,8,1024,24,COMPLETE,,26,0.1,64,0.3828125,3.769230769230769,0.052734375,True,0.5933109923330022,0.5933109923330022,6.873050002477693,0.8591312503097116,195,0.76171875,117.21797445785299
primary,seed024_pair1_B1_w8,24,2,1,2608021833416878611,Quafu Hardware,8,1024,24,COMPLETE,,26,0.1,64,0.1787109375,1.7596153846153846,0.041015625,True,0.5982456360489294,0.5982456360489294,7.18356112315153,0.8979451403939412,214,0.8359375,145.3675174583771
primary,seed026_pair2_B1_w8,26,1,1,2608021833507520897,Random,8,1024,26,COMPLETE,,26,0.1,64,0.1083984375,1.0673076923076923,0.025390625,True,0.2030521019465823,0.2030521019465823,7.815695195004205,0.9769618993755256,253,0.98828125,225.29870252241196
primary,seed026_pair2_B1_w8,26,1,1,2608021833507520897,Ideal QAOA Simulator,8,1024,26,COMPLETE,,26,0.1,64,0.123046875,1.2115384615384615,0.0361328125,True,1.3553087310184253,1.3553087310184253,7.783145836881612,0.9728932296102015,253,0.98828125,220.27253887425135
primary,seed026_pair2_B1_w8,26,1,1,2608021833507520897,Quafu Hardware,8,1024,26,COMPLETE,,26,0.1,64,0.1279296875,1.2596153846153846,0.0283203125,True,1.3553087310184253,1.3553087310184253,7.686334534022031,0.9607918167527538,246,0.9609375,205.97629947900583
primary,seed026_pair2_B1_w8,26,2,1,2608021834000044261,Random,8,1024,26,COMPLETE,,26,0.1,64,0.1083984375,1.0673076923076923,0.025390625,True,0.2030521019465823,0.2030521019465823,7.815695195004205,0.9769618993755256,253,0.98828125,225.29870252241196
primary,seed026_pair2_B1_w8,26,2,1,2608021834000044261,Ideal QAOA Simulator,8,1024,26,COMPLETE,,26,0.1,64,0.369140625,3.6346153846153846,0.0244140625,True,1.181048040677183,1.181048040677183,7.148865561248246,0.8936081951560307,216,0.84375,141.91325745866484
primary,seed026_pair2_B1_w8,26,2,1,2608021834000044261,Quafu Hardware,8,1024,26,COMPLETE,,26,0.1,64,0.23046875,2.269230769230769,0.0302734375,True,1.3553087310184253,1.3553087310184253,7.258956286252131,0.9073695357815164,209,0.81640625,153.16642627114763
primary,seed027_pair1_B1_w8,27,1,1,2608021834090328650,Random,8,1024,27,COMPLETE,,26,0.1,64,0.103515625,1.0192307692307692,0.0849609375,True,0.9276975141899868,0.9276975141899868,7.8351216883794415,0.9793902110474302,254,0.9921875,228.35296126503337
primary,seed027_pair1_B1_w8,27,1,1,2608021834090328650,Ideal QAOA Simulator,8,1024,27,COMPLETE,,26,0.1,64,0.1044921875,1.0288461538461537,0.0830078125,True,0.9692867398142653,0.9692867398142653,7.810512109206666,0.9763140136508333,253,0.98828125,224.49073733087891
primary,seed027_pair1_B1_w8,27,1,1,2608021834090328650,Quafu Hardware,8,1024,27,COMPLETE,,26,0.1,64,0.119140625,1.1730769230769231,0.0771484375,True,2.6654941415519318,2.6654941415519318,7.709421593209446,0.9636776991511807,245,0.95703125,209.29899779637742
primary,seed027_pair1_B1_w8,27,2,1,2608021834198227849,Random,8,1024,27,COMPLETE,,26,0.1,64,0.103515625,1.0192307692307692,0.0849609375,True,0.9276975141899868,0.9276975141899868,7.8351216883794415,0.9793902110474302,254,0.9921875,228.35296126503337
primary,seed027_pair1_B1_w8,27,2,1,2608021834198227849,Ideal QAOA Simulator,8,1024,27,COMPLETE,,26,0.1,64,0.072265625,0.7115384615384616,0.0791015625,True,0.9276975141899868,0.9276975141899868,7.798590928643614,0.9748238660804518,251,0.98046875,222.6433835552656
primary,seed027_pair1_B1_w8,27,2,1,2608021834198227849,Quafu Hardware,8,1024,27,COMPLETE,,26,0.1,64,0.076171875,0.75,0.0830078125,True,0.915879569392672,0.915879569392672,7.680028406487008,0.960003550810876,245,0.95703125,205.0779265822125
repeat,seed002_pair1_B2_w8,2,1,2,2608021835102139328,Random,8,1024,2,COMPLETE,,26,0.1,64,0.1220703125,1.2019230769230769,0.0029296875,False,0.0,0.0,7.818551108774495,0.9773188885968119,254,0.9921875,225.74513848405806
repeat,seed002_pair1_B2_w8,2,1,2,2608021835102139328,Ideal QAOA Simulator,8,1024,2,COMPLETE,,26,0.1,64,0.1318359375,1.2980769230769231,0.0048828125,False,0.0,0.0,7.814417187757323,0.9768021484696654,254,0.9921875,225.09921068834163
repeat,seed002_pair1_B2_w8,2,1,2,2608021835102139328,Quafu Hardware,8,1024,2,COMPLETE,,26,0.1,64,0.0751953125,0.7403846153846154,0.0029296875,False,0.0,0.0,7.707067957038401,0.9633834946298001,245,0.95703125,208.95782238005094
repeat,seed002_pair1_B2_w8,2,1,3,2608021835209182815,Random,8,1024,2,COMPLETE,,26,0.1,64,0.1220703125,1.2019230769230769,0.0029296875,False,0.0,0.0,7.818551108774495,0.9773188885968119,254,0.9921875,225.74513848405806
repeat,seed002_pair1_B2_w8,2,1,3,2608021835209182815,Ideal QAOA Simulator,8,1024,2,COMPLETE,,26,0.1,64,0.1318359375,1.2980769230769231,0.0048828125,False,0.0,0.0,7.814417187757323,0.9768021484696654,254,0.9921875,225.09921068834163
repeat,seed002_pair1_B2_w8,2,1,3,2608021835209182815,Quafu Hardware,8,1024,2,COMPLETE,,26,0.1,64,0.083984375,0.8269230769230769,0.001953125,False,0.0,0.0,7.730797039100294,0.9663496298875367,251,0.98046875,212.42312774611906
repeat,seed002_pair1_B2_w8,2,2,2,2608021835303347898,Random,8,1024,2,COMPLETE,,26,0.1,64,0.1220703125,1.2019230769230769,0.0029296875,False,0.0,0.0,7.818551108774495,0.9773188885968119,254,0.9921875,225.74513848405806
repeat,seed002_pair1_B2_w8,2,2,2,2608021835303347898,Ideal QAOA Simulator,8,1024,2,COMPLETE,,26,0.1,64,0.1318359375,1.2980769230769231,0.0068359375,True,0.8005815684215065,0.8005815684215065,7.5383263207092845,0.9422907900886606,217,0.84765625,185.8927018232313
repeat,seed002_pair1_B2_w8,2,2,2,2608021835303347898,Quafu Hardware,8,1024,2,COMPLETE,,26,0.1,64,0.0341796875,0.33653846153846156,0.0009765625,False,0.0,0.0,7.413320872197559,0.9266651090246949,224,0.875,170.46371539615882
repeat,seed002_pair1_B2_w8,2,2,3,2608021835396191466,Random,8,1024,2,COMPLETE,,26,0.1,64,0.1220703125,1.2019230769230769,0.0029296875,False,0.0,0.0,7.818551108774495,0.9773188885968119,254,0.9921875,225.74513848405806
repeat,seed002_pair1_B2_w8,2,2,3,2608021835396191466,Ideal QAOA Simulator,8,1024,2,COMPLETE,,26,0.1,64,0.1318359375,1.2980769230769231,0.0068359375,True,0.8005815684215065,0.8005815684215065,7.5383263207092845,0.9422907900886606,217,0.84765625,185.8927018232313
repeat,seed002_pair1_B2_w8,2,2,3,2608021835396191466,Quafu Hardware,8,1024,2,COMPLETE,,26,0.1,64,0.0263671875,0.25961538461538464,0.0009765625,False,0.0,0.0,7.33931997193157,0.9174149964914462,223,0.87109375,161.94049383900094
repeat,seed003_pair1_B1_w8,3,1,2,2608021835489093784,Random,8,1024,3,COMPLETE,,26,0.1,64,0.08984375,0.8846153846153846,0.0029296875,False,0.0,0.0,7.793408868453627,0.9741761085567033,250,0.9765625,221.84509856559964
repeat,seed003_pair1_B1_w8,3,1,2,2608021835489093784,Ideal QAOA Simulator,8,1024,3,COMPLETE,,26,0.1,64,0.138671875,1.3653846153846154,0.0068359375,False,0.0,0.0,7.676857843111648,0.959607230388956,239,0.93359375,204.6277284513212
repeat,seed003_pair1_B1_w8,3,1,2,2608021835489093784,Quafu Hardware,8,1024,3,COMPLETE,,26,0.1,64,0.1318359375,1.2980769230769231,0.005859375,False,0.0,0.0,7.690215661232985,0.9612769576541231,246,0.9609375,206.53116135904799
repeat,seed003_pair1_B1_w8,3,1,3,2608021835579544811,Random,8,1024,3,COMPLETE,,26,0.1,64,0.08984375,0.8846153846153846,0.0029296875,False,0.0,0.0,7.793408868453627,0.9741761085567033,250,0.9765625,221.84509856559964
repeat,seed003_pair1_B1_w8,3,1,3,2608021835579544811,Ideal QAOA Simulator,8,1024,3,COMPLETE,,26,0.1,64,0.138671875,1.3653846153846154,0.0068359375,False,0.0,0.0,7.676857843111648,0.959607230388956,239,0.93359375,204.6277284513212
repeat,seed003_pair1_B1_w8,3,1,3,2608021835579544811,Quafu Hardware,8,1024,3,COMPLETE,,26,0.1,64,0.171875,1.6923076923076923,0.0087890625,True,0.5151326882051706,0.5151326882051706,7.610477392546191,0.9513096740682738,239,0.93359375,195.42583510209587
repeat,seed003_pair1_B1_w8,3,2,2,2608021836072036530,Random,8,1024,3,COMPLETE,,26,0.1,64,0.08984375,0.8846153846153846,0.0029296875,False,0.0,0.0,7.793408868453627,0.9741761085567033,250,0.9765625,221.84509856559964
repeat,seed003_pair1_B1_w8,3,2,2,2608021836072036530,Ideal QAOA Simulator,8,1024,3,COMPLETE,,26,0.1,64,0.068359375,0.6730769230769231,0.01171875,True,0.5495998254435221,0.5495998254435221,7.711625973306118,0.9639532466632648,245,0.95703125,209.61904270704366
repeat,seed003_pair1_B1_w8,3,2,2,2608021836072036530,Quafu Hardware,8,1024,3,COMPLETE,,26,0.1,64,0.1015625,1.0,0.0068359375,False,0.0,0.0,7.6134066059303205,0.9516758257412901,238,0.9296875,195.8230261142675
repeat,seed003_pair1_B1_w8,3,2,3,2608021836142634464,Random,8,1024,3,COMPLETE,,26,0.1,64,0.08984375,0.8846153846153846,0.0029296875,False,0.0,0.0,7.793408868453627,0.9741761085567033,250,0.9765625,221.84509856559964
repeat,seed003_pair1_B1_w8,3,2,3,2608021836142634464,Ideal QAOA Simulator,8,1024,3,COMPLETE,,26,0.1,64,0.068359375,0.6730769230769231,0.01171875,True,0.5495998254435221,0.5495998254435221,7.711625973306118,0.9639532466632648,245,0.95703125,209.61904270704366
repeat,seed003_pair1_B1_w8,3,2,3,2608021836142634464,Quafu Hardware,8,1024,3,COMPLETE,,26,0.1,64,0.0712890625,0.7019230769230769,0.005859375,False,0.0,0.0,7.647350523340326,0.9559188154175408,242,0.9453125,200.48500461647913
closed_loop,closedloop_seed002_round2_B3_w8,2,2,1,2608021839415268593,Random,8,1024,2,COMPLETE,,26,0.1,64,0.0927734375,0.9134615384615384,0.01953125,True,1.0476183063159397,1.0476183063159397,7.818551108774495,0.9773188885968119,254,0.9921875,225.74513848405806
closed_loop,closedloop_seed002_round2_B3_w8,2,2,1,2608021839415268593,Ideal QAOA Simulator,8,1024,2,COMPLETE,,26,0.1,64,0.326171875,3.2115384615384617,0.05078125,True,1.7426354639212889,1.7426354639212889,7.177476949127788,0.8971846186409735,211,0.82421875,144.75576034950066
closed_loop,closedloop_seed002_round2_B3_w8,2,2,1,2608021839415268593,Quafu Hardware,8,1024,2,COMPLETE,,26,0.1,64,0.197265625,1.9423076923076923,0.017578125,True,1.0476183063159397,1.0476183063159397,7.1633409107969985,0.8954176138496248,214,0.8359375,143.3443182030229
closed_loop,closedloop_seed003_round2_B3_w8,3,2,1,2608021848557133436,Random,8,1024,3,COMPLETE,,26,0.1,64,0.0966796875,0.9519230769230769,0.00390625,False,0.0,0.0,7.793408868453627,0.9741761085567033,250,0.9765625,221.84509856559964
closed_loop,closedloop_seed003_round2_B3_w8,3,2,1,2608021848557133436,Ideal QAOA Simulator,8,1024,3,COMPLETE,,26,0.1,64,0.0693359375,0.6826923076923077,0.0107421875,True,0.5151326882051706,0.5151326882051706,7.725379240408278,0.9656724050510348,245,0.95703125,211.62690437793202
closed_loop,closedloop_seed003_round2_B3_w8,3,2,1,2608021848557133436,Quafu Hardware,8,1024,3,COMPLETE,,26,0.1,64,0.0859375,0.8461538461538461,0.00390625,False,0.0,0.0,7.710489651316346,0.9638112064145432,247,0.96484375,209.45400370716973
